lr-AdamW/pg3,lr-AdamW/pg2,valid_collapse,lr-AdamW/pg1,valid_loss_t,valid_loss_c,epoch,valid_loss,step,valid_loss_a,train_loss_a,train_loss,train_loss_c,train_collapse,train_loss_t
0.000263502587413473,0.000263502587413473,,0.000263502587413473,,,,,1278,,,,,,
,,0.2730932831764221,,0.7685061097145081,0.8572104573249817,6,1.465381383895874,1490,0.6525231599807739,,,,,
,,,,,,6,,1490,,0.16703389585018158,0.8778522610664368,0.6152350902557373,0.6815544962882996,0.806401789188385
0.00026825669849120967,0.00026825669849120967,,0.00026825669849120967,,,,,1491,,,,,,
,,0.2818693220615387,,0.7713412642478943,0.8617337346076965,7,1.4865896701812744,1703,0.6700520515441895,,,,,
,,,,,,7,,1703,,0.16727082431316376,0.8762333393096924,0.613124430179596,0.6824958324432373,0.8048006892204285
0.0002736629367521725,0.0002736629367521725,,0.0002736629367521725,,,,,1704,,,,,,
,,0.24577289819717407,,0.7849582433700562,0.8794592022895813,8,1.481682538986206,1916,0.6494737267494202,,,,,
,,,,,,8,,1916,,0.16857802867889404,0.8781648874282837,0.6145936250686646,0.6841058731079102,0.8045800924301147
0.0002796882738481733,0.0002796882738481733,,0.0002796882738481733,,,,,1917,,,,,,
,,0.2598150074481964,,0.7696641087532043,0.8625288009643555,9,1.4857360124588013,2129,0.6696394085884094,,,,,
,,,,,,9,,2129,,0.16868552565574646,0.8779061436653137,0.6141818165779114,0.6835337281227112,0.8042596578598022
0.0002862958991685896,0.0002862958991685896,,0.0002862958991685896,,,,,2130,,,,,,
,,0.2865682542324066,,0.7807854413986206,0.8696819543838501,10,1.4860223531723022,2342,0.6607887148857117,,,,,
,,,,,,10,,2342,,0.16780729591846466,0.8719480633735657,0.6074145436286926,0.6860906481742859,0.8008668422698975
0.0002934454447275422,0.0002934454447275422,,0.0002934454447275422,,,,,2343,,,,,,
,,0.2832329273223877,,0.7696883678436279,0.8584685921669006,11,1.466983675956726,2555,0.652905285358429,,,,,
,,,,,,11,,2555,,0.1696614921092987,0.8802540898323059,0.6152380704879761,0.685543954372406,0.8059470057487488
0.0003010932317841563,0.0003010932317841563,,0.0003010932317841563,,,,,2556,,,,,,
,,0.26128923892974854,,0.7649835348129272,0.8467044234275818,12,1.4647263288497925,2768,0.6588823795318604,,,,,
,,,,,,12,,2768,,0.17099875211715698,0.8838390707969666,0.6180645823478699,0.6859157681465149,0.8076162934303284
0.00030919253768922926,0.00030919253768922926,,0.00030919253768922926,,,,,2769,,,,,,
,,0.28305113315582275,,0.7755742073059082,0.8774557709693909,13,1.4979366064071655,2981,0.6714216470718384,,,,,
,,,,,,13,,2981,,0.1704949289560318,0.8796214461326599,0.6135680079460144,0.687806248664856,0.8046850562095642
0.00031769388132805586,0.00031769388132805586,,0.00031769388132805586,,,,,2982,,,,,,
,,0.2739708423614502,,0.7718877792358398,0.8624792695045471,14,1.5044885873794556,3194,0.6873050332069397,,,,,
,,,,,,14,,3194,,0.17260776460170746,0.8854536414146423,0.6182630062103271,0.688644289970398,0.8074286580085754
0.0003265453254155563,0.0003265453254155563,,0.0003265453254155563,,,,,3195,,,,,,
,,0.28137052059173584,,0.7638262510299683,0.8516383767127991,15,1.495129942893982,3407,0.6873976588249207,,,,,
,,,,,,15,,3407,,0.17274819314479828,0.8815626502037048,0.6128890514373779,0.6916584968566895,0.8047398924827576
0.00033569279379689287,0.00033569279379689287,,0.00033569279379689287,,,,,3408,,,,,,
,,0.2754366099834442,,0.7625134587287903,0.8507941961288452,16,1.4856643676757812,3620,0.6790105700492859,,,,,
,,,,,,16,,3620,,0.17321795225143433,0.8825793862342834,0.6140393018722534,0.6904621124267578,0.8046838045120239
0.00034508040181509107,0.00034508040181509107,,0.00034508040181509107,,,,,3621,,,,,,
,,0.276511013507843,,0.7682567834854126,0.8658797740936279,17,1.4918222427368164,3833,0.6747540235519409,,,,,
,,,,,,17,,3833,,0.17337173223495483,0.8832183480262756,0.6142296195030212,0.6910054087638855,0.8054636716842651
0.0003546507977273471,0.0003546507977273471,,0.0003546507977273471,,,,,3834,,,,,,
,,0.31269583106040955,,0.7772783637046814,0.8776624202728271,18,1.473027229309082,4046,0.6455568075180054,,,,,
,,,,,,18,,4046,,0.1886567920446396,0.926737368106842,0.6517422795295715,0.6768913269042969,0.8244187831878662
0.000364345513084209,0.000364345513084209,,0.000364345513084209,,,,,4047,,,,,,
,,0.30392923951148987,,0.7717025876045227,0.8520981073379517,19,1.4165542125701904,4259,0.6046538949012756,,,,,
,,,,,,19,,4259,,0.22489354014396667,1.002771258354187,0.704749345779419,0.6456961631774902,0.8510060906410217
0.0003741053199310557,0.0003741053199310557,,0.0003741053199310557,,,,,4260,,,,,,
,,0.2652885913848877,,0.7797232270240784,0.8701716065406799,20,1.4900811910629272,4472,0.6651337146759033,,,,,
,,,,,,20,,4472,,0.18174436688423157,0.9092215895652771,0.636539876461029,0.6931288242340088,0.8184142708778381
0.00038387059264962466,0.00038387059264962466,,0.00038387059264962466,,,,,4473,,,,,,
,,0.27489760518074036,,0.7546855211257935,0.8403103351593018,21,1.442844271659851,4685,0.6453464031219482,,,,,
,,,,,,21,,4685,,0.17470863461494446,0.8957472443580627,0.6293525099754333,0.6864467859268188,0.8127247095108032
0.00039358167222898596,0.00039358167222898596,,0.00039358167222898596,,,,,4686,,,,,,
,,0.268236368894577,,0.760800838470459,0.8516712188720703,22,1.4400391578674316,4898,0.6338031888008118,,,,,
,,,,,,22,,4898,,0.16940654814243317,0.8847595453262329,0.6220118403434753,0.682910680770874,0.8086940050125122
0.0004031792307405235,0.0004031792307405235,,0.0004031792307405235,,,,,4899,,,,,,
,,0.2558419108390808,,0.7861712574958801,0.8759109973907471,23,1.431984305381775,5111,0.6009431481361389,,,,,
,,,,,,23,,5111,,0.16734400391578674,0.8829911351203918,0.6219663619995117,0.6795123219490051,0.8093279004096985
0.0004126046337902329,0.0004126046337902329,,0.0004126046337902329,,,,,5112,,,,,,
,,0.2594393789768219,,0.7808103561401367,0.8771077990531921,24,1.462740421295166,5324,0.6337813138961792,,,,,
,,,,,,24,,5324,,0.16577787697315216,0.877031147480011,0.6164105534553528,0.6795378923416138,0.8060960173606873
0.00042180029873400743,0.00042180029873400743,,0.00042180029873400743,,,,,5325,,,,,,
,,0.2564338743686676,,0.7798044085502625,0.8748651146888733,25,1.4485722780227661,5537,0.621237576007843,,,,,
,,,,,,25,,5537,,0.16536767780780792,0.8749985098838806,0.6143565773963928,0.679633378982544,0.8049049973487854
0.00043071004646746383,0.00043071004646746383,,0.00043071004646746383,,,,,5538,,,,,,
,,0.26799026131629944,,0.7794803977012634,0.8651615977287292,26,1.4437285661697388,5750,0.6214075684547424,,,,,
,,,,,,26,,5750,,0.16736334562301636,0.8801431655883789,0.6177576184272766,0.6789687871932983,0.8078024387359619
0.00043927944464111916,0.00043927944464111916,,0.00043927944464111916,,,,,5751,,,,,,
,,0.2733795642852783,,0.7843321561813354,0.883474588394165,27,1.4864414930343628,5963,0.6525380611419678,,,,,
,,,,,,27,,5963,,0.16974125802516937,0.8831758499145508,0.6198071837425232,0.6821437478065491,0.8070617914199829
0.0004474561402041128,0.0004474561402041128,,0.0004474561402041128,,,,,5964,,,,,,
,,0.2555086016654968,,0.7690376043319702,0.8600239157676697,28,1.4832130670547485,6176,0.6686822772026062,,,,,
,,,,,,28,,6176,,0.17065995931625366,0.8845941424369812,0.6193334460258484,0.685008704662323,0.8085347414016724
0.0004551901792448624,0.0004551901792448624,,0.0004551901792448624,,,,,6177,,,,,,
,,0.2699807584285736,,0.7797293066978455,0.8713234663009644,29,1.473183512687683,6389,0.6476571559906006,,,,,
,,,,,,29,,6389,,0.17062075436115265,0.8816955089569092,0.6160083413124084,0.6871432065963745,0.8061412572860718
0.0004624343121746506,0.0004624343121746506,,0.0004624343121746506,,,,,6390,,,,,,
,,0.2860258221626282,,0.790033221244812,0.8817100524902344,30,1.4861068725585938,6602,0.6502352356910706,,,,,
,,,,,,30,,6602,,0.1724196821451187,0.8863792419433594,0.6192518472671509,0.6872567534446716,0.8086671829223633
0.00046914428238968456,0.00046914428238968456,,0.00046914428238968456,,,,,6603,,,,,,
,,0.2676909267902374,,0.7857812643051147,0.8746393918991089,31,1.4944602251052856,6815,0.6642498970031738,,,,,
,,,,,,31,,6815,,0.17355228960514069,0.8860505223274231,0.6179471611976624,0.6894366145133972,0.8070492744445801
0.0004752790966481027,0.0004752790966481027,,0.0004752790966481027,,,,,6816,,,,,,
,,0.28790563344955444,,0.7716205716133118,0.8644524812698364,32,1.463835597038269,7028,0.6457993388175964,,,,,
,,,,,,32,,7028,,0.17431852221488953,0.887020468711853,0.6182986497879028,0.6907772421836853,0.807105302810669
0.0004808012755101143,0.0004808012755101143,,0.0004808012755101143,,,,,7029,,,,,,
,,0.26298248767852783,,0.7733780741691589,0.8707836270332336,33,1.4964795112609863,7241,0.6743985414505005,,,,,
,,,,,,33,,7241,,0.1762864887714386,0.891818642616272,0.6210290193557739,0.6919936537742615,0.8100348711013794
0.00048567708231125753,0.00048567708231125753,,0.00048567708231125753,,,,,7242,,,,,,
,,0.30017292499542236,,0.7805894613265991,0.8681315183639526,34,1.4943972826004028,7454,0.6700367331504822,,,,,
,,,,,,34,,7454,,0.1737975925207138,0.881166934967041,0.6121001839637756,0.6941179633140564,0.8026387095451355
0.0004898767292699081,0.0004898767292699081,,0.0004898767292699081,,,,,7455,,,,,,
,,0.2872481346130371,,0.7621416449546814,0.8453744649887085,35,1.4665414094924927,7667,0.6627833247184753,,,,,
,,,,,,35,,7667,,0.17593201994895935,0.8898398280143738,0.6199904680252075,0.6937208771705627,0.8078250885009766
0.0004933745594698666,0.0004933745594698666,,0.0004933745594698666,,,,,7668,,,,,,
,,0.2712240219116211,,0.7784534692764282,0.8748685121536255,36,1.4881248474121094,7880,0.6614637970924377,,,,,
,,,,,,36,,7880,,0.1760074496269226,0.8900840282440186,0.6196403503417969,0.6930834054946899,0.808512806892395
0.0004961492036062353,0.0004961492036062353,,0.0004961492036062353,,,,,7881,,,,,,
,,0.2692696750164032,,0.7809089422225952,0.8730970025062561,37,1.5026719570159912,8093,0.6756690144538879,,,,,
,,,,,,37,,8093,,0.17403173446655273,0.8827955722808838,0.6135957837104797,0.6936017274856567,0.8039319515228271
0.0004981837105369799,0.0004981837105369799,,0.0004981837105369799,,,,,8094,,,,,,
,,0.283346563577652,,0.7702831625938416,0.8646740913391113,38,1.4642547369003296,8306,0.6467760801315308,,,,,
,,,,,,38,,8306,,0.17553840577602386,0.8889775276184082,0.6185542941093445,0.6936728954315186,0.8083238005638123
0.0004994656508425933,0.0004994656508425933,,0.0004994656508425933,,,,,8307,,,,,,
,,0.25944578647613525,,0.7812066674232483,0.8710554838180542,39,1.4857761859893799,8519,0.659645140171051,,,,,
,,,,,,39,,8519,,0.17513319849967957,0.8854522705078125,0.6155466437339783,0.6951197385787964,0.8050916790962219
0.0004999871927611878,0.0004999871927611878,,0.0004999871927611878,,,,,8520,,,,,,
,,0.2583569586277008,,0.7688754200935364,0.8630127310752869,40,1.4882937669754028,8732,0.6723496317863464,,,,,
,,,,,,40,,8732,,0.17606708407402039,0.8898594975471497,0.6193016171455383,0.6934418678283691,0.8082832098007202
0.0004999701322302278,0.0004999701322302278,,0.0004999701322302278,,,,,8733,,,,,,
,,0.2719336152076721,,0.7650873064994812,0.8530833125114441,41,1.4798123836517334,8945,0.670727014541626,,,,,
,,,,,,41,,8945,,0.1759949028491974,0.889828085899353,0.6192193627357483,0.6931484341621399,0.8084466457366943
0.0004998522628143321,0.0004998522628143321,,0.0004998522628143321,,,,,8946,,,,,,
,,0.28830215334892273,,0.7700006365776062,0.8598359227180481,42,1.4370197057724,9158,0.6221014261245728,,,,,
,,,,,,42,,9158,,0.1771286129951477,0.8929644227027893,0.6220215559005737,0.6932956576347351,0.8096502423286438
0.0004996449362478648,0.0004996449362478648,,0.0004996449362478648,,,,,9159,,,,,,
,,0.28130584955215454,,0.7625733613967896,0.8488854765892029,43,1.4706857204437256,9371,0.6649562120437622,,,,,
,,,,,,43,,9371,,0.17589856684207916,0.8876346349716187,0.6163955926895142,0.6948912143707275,0.8070761561393738
0.000499348231713939,0.000499348231713939,,0.000499348231713939,,,,,9372,,,,,,
,,0.27804481983184814,,0.7691784501075745,0.8591658473014832,44,1.4957536458969116,9584,0.6815813779830933,,,,,
,,,,,,44,,9584,,0.1753843128681183,0.8862961530685425,0.6160579919815063,0.6943759322166443,0.8057656288146973
0.0004989622625313114,0.0004989622625313114,,0.0004989622625313114,,,,,9585,,,,,,
,,0.29267749190330505,,0.7648892402648926,0.8456166386604309,45,1.4515401124954224,9797,0.646287202835083,,,,,
,,,,,,45,,9797,,0.17524583637714386,0.8872019648551941,0.6174059510231018,0.6938179731369019,0.8065062165260315
0.0004984871761111026,0.0004984871761111026,,0.0004984871761111026,,,,,9798,,,,,,
,,0.27373209595680237,,0.7771919965744019,0.8655542731285095,46,1.4502649307250977,10010,0.6288917660713196,,,,,
,,,,,,46,,10010,,0.17455804347991943,0.8834028840065002,0.6135841012001038,0.6949361562728882,0.8041056394577026
0.0004979231539004974,0.0004979231539004974,,0.0004979231539004974,,,,,10011,,,,,,
,,0.27564293146133423,,0.7835018634796143,0.8723523616790771,47,1.5004017353057861,10223,0.6724746227264404,,,,,
,,,,,,47,,10223,,0.17459531128406525,0.8842825293540955,0.6141700744628906,0.6928054094314575,0.8052045106887817
0.0004972704113134454,0.0004972704113134454,,0.0004972704113134454,,,,,10224,,,,,,
,,0.3178211450576782,,0.7714532017707825,0.8594597578048706,48,1.4848473072052002,10436,0.6693907380104065,,,,,
,,,,,,48,,10436,,0.1743183583021164,0.8824172616004944,0.6128669381141663,0.6937142014503479,0.8033307790756226
0.0004965291976483894,0.0004965291976483894,,0.0004965291976483894,,,,,10437,,,,,,
,,0.2848205268383026,,0.7748515009880066,0.8631616234779358,49,1.4483643770217896,10649,0.6293578147888184,,,,,
,,,,,,49,,10649,,0.17545336484909058,0.8887149691581726,0.6185261011123657,0.6920486092567444,0.8079965114593506
0.0004956997959930523,0.0004956997959930523,,0.0004956997959930523,,,,,10650,,,,,,
,,0.266025185585022,,0.7829960584640503,0.8755472302436829,50,1.453538179397583,10862,0.6242665648460388,,,,,
,,,,,,50,,10862,,0.17426738142967224,0.8833826780319214,0.6136944890022278,0.6925772428512573,0.8045363426208496
0.0004947825231163187,0.0004947825231163187,,0.0004947825231163187,,,,,10863,,,,,,
,,0.2884902358055115,,0.7581602334976196,0.8436964154243469,51,1.4462037086486816,11075,0.6452752947807312,,,,,
,,,,,,51,,11075,,0.17347964644432068,0.8819134831428528,0.6131104826927185,0.6921543478965759,0.8037570714950562
0.0004937777293472529,0.0004937777293472529,,0.0004937777293472529,,,,,11076,,,,,,
,,0.29211482405662537,,0.7755104899406433,0.8702272176742554,52,1.4733452796936035,11288,0.6504765748977661,,,,,
,,,,,,52,,11288,,0.1731637418270111,0.8806880712509155,0.6121490597724915,0.6925206780433655,0.8028993606567383
0.0004926857984412999,0.0004926857984412999,,0.0004926857984412999,,,,,11289,,,,,,
,,0.29461926221847534,,0.7719493508338928,0.8549855947494507,53,1.4621772766113281,11501,0.6487097144126892,,,,,
,,,,,,53,,11501,,0.17411646246910095,0.885213315486908,0.6165220141410828,0.6906867027282715,0.8056715130805969
0.0004915071474337201,0.0004915071474337201,,0.0004915071474337201,,,,,11502,,,,,,
,,0.27220845222473145,,0.7710011601448059,0.8585205078125,54,1.4412142038345337,11714,0.6264534592628479,,,,,
,,,,,,54,,11714,,0.17439471185207367,0.8848658204078674,0.614924430847168,0.6918900012969971,0.8060178160667419
0.0004902422264803124,0.0004902422264803124,,0.0004902422264803124,,,,,11715,,,,,,
,,0.29423800110816956,,0.7650739550590515,0.8553575873374939,55,1.4248664379119873,11927,0.6146506667137146,,,,,
,,,,,,55,,11927,,0.17429690062999725,0.8839942216873169,0.6143732070922852,0.6912093758583069,0.8050220012664795
0.0004888915186854892,0.0004888915186854892,,0.0004888915186854892,,,,,11928,,,,,,
,,0.2657197415828705,,0.7846382856369019,0.8828900456428528,56,1.5191748142242432,12140,0.6854107975959778,,,,,
,,,,,,56,,12140,,0.17459315061569214,0.885177731513977,0.6154258251190186,0.691953182220459,0.8057432770729065
0.000487455539917767,0.000487455539917767,,0.000487455539917767,,,,,12141,,,,,,
,,0.3084409534931183,,0.7754940986633301,0.8669729828834534,57,1.4704411029815674,12353,0.6492074728012085,,,,,
,,,,,,57,,12353,,0.17350439727306366,0.8814516663551331,0.6119535565376282,0.6926591992378235,0.8039408922195435
0.0004859348386127433,0.0004859348386127433,,0.0004859348386127433,,,,,12354,,,,,,
,,0.2719852030277252,,0.7727973461151123,0.8665881752967834,58,1.5044081211090088,12566,0.684715211391449,,,,,
,,,,,,58,,12566,,0.17394129931926727,0.8848394751548767,0.6161900162696838,0.6912094354629517,0.8056066036224365
0.0004843299955636359,0.0004843299955636359,,0.0004843299955636359,,,,,12567,,,,,,
,,0.2991330325603485,,0.7693219780921936,0.857702374458313,59,1.4471181631088257,12779,0.6336060762405396,,,,,
,,,,,,59,,12779,,0.17276297509670258,0.8788548707962036,0.6101080775260925,0.692816436290741,0.8020756840705872
0.0004826416236994631,0.0004826416236994631,,0.0004826416236994631,,,,,12780,,,,,,
,,0.28886374831199646,,0.7756250500679016,0.8648492693901062,60,1.476158618927002,12992,0.6559215784072876,,,,,
,,,,,,60,,12992,,0.17365214228630066,0.8834270238876343,0.614899218082428,0.6903091669082642,0.8046507239341736
0.0004808703678509513,0.0004808703678509513,,0.0004808703678509513,,,,,12993,,,,,,
,,0.26488637924194336,,0.7759492993354797,0.8730053901672363,61,1.4668229818344116,13205,0.6423457860946655,,,,,
,,,,,,61,,13205,,0.17219297587871552,0.8775638937950134,0.6096583604812622,0.6921547055244446,0.8010832667350769
0.000479016904504259,0.000479016904504259,,0.000479016904504259,,,,,13206,,,,,,
,,0.28213194012641907,,0.7794023156166077,0.8725348114967346,62,1.5125014781951904,13418,0.6865329742431641,,,,,
,,,,,,62,,13418,,0.17274144291877747,0.8826072216033936,0.6145272850990295,0.6896116733551025,0.8052043914794922
0.0004770819415426088,0.0004770819415426088,,0.0004770819415426088,,,,,13419,,,,,,
,,0.2692686915397644,,0.777029275894165,0.8718968629837036,63,1.467134714126587,13631,0.6426716446876526,,,,,
,,,,,,63,,13631,,0.17158286273479462,0.8803528547286987,0.613236129283905,0.6898384094238281,0.8043038845062256
0.0004750662179759304,0.0004750662179759304,,0.0004750662179759304,,,,,13632,,,,,,
,,0.2602880597114563,,0.7858882546424866,0.8797909021377563,64,1.4840811491012573,13844,0.6512415409088135,,,,,
,,,,,,64,,13844,,0.17095473408699036,0.878397524356842,0.6113879680633545,0.6891498565673828,0.803497314453125
0.00047297050365861413,0.00047297050365861413,,0.00047297050365861413,,,,,13845,,,,,,
,,0.32479560375213623,,0.7579078078269958,0.8363292217254639,65,1.4535439014434814,14057,0.6564253568649292,,,,,
,,,,,,65,,14057,,0.1713559478521347,0.8799208998680115,0.612878143787384,0.6882085800170898,0.8042514324188232
0.0004707955989954847,0.0004707955989954847,,0.0004707955989954847,,,,,14058,,,,,,
,,0.273255854845047,,0.7864733934402466,0.8837478160858154,66,1.4929776191711426,14270,0.6578670144081116,,,,,
,,,,,,66,,14270,,0.17012302577495575,0.8748700022697449,0.6081207990646362,0.6892176270484924,0.8013730645179749
0.000468542334636107,0.000468542334636107,,0.000468542334636107,,,,,14271,,,,,,
,,0.2810143828392029,,0.7696267366409302,0.8540955185890198,67,1.4437893629074097,14483,0.6319282054901123,,,,,
,,,,,,67,,14483,,0.1711909919977188,0.8810529112815857,0.614396870136261,0.6875140070915222,0.8053269386291504
0.00046621157115754044,0.00046621157115754044,,0.00046621157115754044,,,,,14484,,,,,,
,,0.2709728479385376,,0.776867151260376,0.8825852274894714,68,1.4611084461212158,14696,0.6313822865486145,,,,,
,,,,,,68,,14696,,0.16996312141418457,0.8741742372512817,0.6080695986747742,0.6899787187576294,0.800352156162262
0.0004638041987356635,0.0004638041987356635,,0.0004638041987356635,,,,,14697,,,,,,
,,0.2801065146923065,,0.7593207955360413,0.8384191393852234,69,1.4722614288330078,14909,0.6733915209770203,,,,,
,,,,,,69,,14909,,0.16910594701766968,0.8700779676437378,0.6039068698883057,0.6890106201171875,0.7980367541313171
0.0004613211368051938,0.0004613211368051938,,0.0004613211368051938,,,,,14910,,,,,,
,,0.2790070176124573,,0.7617560029029846,0.8500267267227173,70,1.4705753326416016,15122,0.6646838784217834,,,,,
,,,,,,70,,15122,,0.17119009792804718,0.8800702095031738,0.6132349967956543,0.68773353099823,0.80452561378479
0.0004587633337085332,0.0004587633337085332,,0.0004587633337085332,,,,,15123,,,,,,
,,0.29365211725234985,,0.7802804112434387,0.8785010576248169,71,1.5046403408050537,15335,0.6752496361732483,,,,,
,,,,,,71,,15335,,0.1709512621164322,0.8795406222343445,0.6128666400909424,0.6877183318138123,0.8043121099472046
0.00045613176633357237,0.00045613176633357237,,0.00045613176633357237,,,,,15336,,,,,,
,,0.2766568660736084,,0.7738090753555298,0.8652783632278442,72,1.4873749017715454,15548,0.6678311228752136,,,,,
,,,,,,72,,15548,,0.17141671478748322,0.8811782598495483,0.6146926283836365,0.6877029538154602,0.8048306107521057
0.0004534274397405938,0.0004534274397405938,,0.0004534274397405938,,,,,15549,,,,,,
,,0.2764645218849182,,0.778144121170044,0.8707377314567566,73,1.5013999938964844,15761,0.6769591569900513,,,,,
,,,,,,73,,15761,,0.17009735107421875,0.8779947757720947,0.6120903491973877,0.6875388622283936,0.8037043809890747
0.00045065138677841414,0.00045065138677841414,,0.00045065138677841414,,,,,15762,,,,,,
,,0.24733507633209229,,0.7866557836532593,0.8899770379066467,74,1.5139390230178833,15974,0.6756226420402527,,,,,
,,,,,,74,,15974,,0.17039364576339722,0.8793591856956482,0.6131517887115479,0.6856340765953064,0.8047793507575989
0.000447804667689914,0.000447804667689914,,0.000447804667689914,,,,,15975,,,,,,
,,0.2590239942073822,,0.7752522826194763,0.8686568140983582,75,1.4683570861816406,16187,0.6464025378227234,,,,,
,,,,,,75,,16187,,0.16989101469516754,0.8784261345863342,0.6126666069030762,0.6862167119979858,0.80440354347229
0.00044488836970710483,0.00044488836970710483,,0.00044488836970710483,,,,,16188,,,,,,
,,0.2653321623802185,,0.7677416205406189,0.85826176404953,76,1.4728662967681885,16400,0.6598646640777588,,,,,
,,,,,,76,,16400,,0.16857759654521942,0.8736778497695923,0.6088711023330688,0.6851979494094849,0.8013293743133545
0.000441903606635889,0.000441903606635889,,0.000441903606635889,,,,,16401,,,,,,
,,0.2840997874736786,,0.7702133059501648,0.8545016050338745,77,1.4897866249084473,16613,0.6774290800094604,,,,,
,,,,,,77,,16613,,0.16841761767864227,0.8734692335128784,0.6086763739585876,0.6856732368469238,0.8014270663261414
0.00043885151843066914,0.00043885151843066914,,0.00043885151843066914,,,,,16614,,,,,,
,,0.2629740238189697,,0.7672381401062012,0.8643050789833069,78,1.4786516427993774,16826,0.6628799438476562,,,,,
,,,,,,78,,16826,,0.16764779388904572,0.8701375126838684,0.6056511402130127,0.6853394508361816,0.7993283867835999
0.0004357332707589719,0.0004357332707589719,,0.0004357332707589719,,,,,16827,,,,,,
,,0.3056183159351349,,0.747188150882721,0.8258980512619019,79,1.4392223358154297,17039,0.6526792645454407,,,,,
,,,,,,79,,17039,,0.16774259507656097,0.8727101683616638,0.608268678188324,0.6850458383560181,0.8016666173934937
0.00043255005455625087,0.00043255005455625087,,0.00043255005455625087,,,,,17040,,,,,,
,,0.25266897678375244,,0.780718982219696,0.8806179761886597,80,1.5004315376281738,17252,0.6697630286216736,,,,,
,,,,,,80,,17252,,0.16745206713676453,0.8715192079544067,0.6073724627494812,0.683131217956543,0.8007619380950928
0.0004293030855710391,0.0004293030855710391,,0.0004293030855710391,,,,,17253,,,,,,
,,0.2587219774723053,,0.7889168858528137,0.8931353092193604,81,1.4905725717544556,17465,0.6495463848114014,,,,,
,,,,,,81,,17465,,0.16713204979896545,0.8713801503181458,0.6079526543617249,0.6843447685241699,0.800543487071991
0.00042599360390062466,0.00042599360390062466,,0.00042599360390062466,,,,,17466,,,,,,
,,0.2714017629623413,,0.771661102771759,0.8570493459701538,82,1.4620336294174194,17678,0.6476783156394958,,,,,
,,,,,,82,,17678,,0.1670035719871521,0.8708922863006592,0.6069608926773071,0.6843946576118469,0.8008167147636414
0.0004226228735174271,0.0004226228735174271,,0.0004226228735174271,,,,,17679,,,,,,
,,0.26723653078079224,,0.7613606452941895,0.8511907458305359,83,1.4617558717727661,17891,0.6554802060127258,,,,,
,,,,,,83,,17891,,0.16705673933029175,0.8716527223587036,0.6084814071655273,0.6833326816558838,0.8007104992866516
0.0004191921817862553,0.0004191921817862553,,0.0004191921817862553,,,,,17892,,,,,,
,,0.29272761940956116,,0.7611076235771179,0.8465642929077148,84,1.4699715375900269,18104,0.6661356687545776,,,,,
,,,,,,84,,18104,,0.16659238934516907,0.8715937733650208,0.608946681022644,0.6836133599281311,0.8010561466217041
0.00041570283897263117,0.00041570283897263117,,0.00041570283897263117,,,,,18105,,,,,,
,,0.267363578081131,,0.7744255661964417,0.868893027305603,85,1.4856431484222412,18317,0.663983941078186,,,,,
,,,,,,85,,18317,,0.16633988916873932,0.869238555431366,0.6060123443603516,0.6839093565940857,0.7997846603393555
0.00041215617774236694,0.00041215617774236694,,0.00041215617774236694,,,,,18318,,,,,,
,,0.2800382375717163,,0.7417863011360168,0.8232705593109131,86,1.44084894657135,18530,0.6583205461502075,,,,,
,,,,,,86,,18530,,0.16494618356227875,0.865185022354126,0.6033385992050171,0.6831624507904053,0.797139048576355
