lr-AdamW/pg2,step,valid_collapse,valid_loss_t,lr-AdamW/pg1,valid_loss,lr-AdamW/pg3,epoch,valid_loss_c,valid_loss_a,train_collapse,train_loss_t,train_loss,train_loss_c,train_loss_a
,36635,0.21405035257339478,0.7742992043495178,,0.9463835954666138,,85,0.8622344732284546,0.12811674177646637,,,,,
,36635,,,,,,85,,,0.4790714979171753,0.8102712631225586,0.7966923713684082,0.6232775449752808,0.0799180343747139
0.00041144344536820786,36636,,,0.00041144344536820786,,0.00041144344536820786,,,,,,,,
,37061,0.22001871466636658,0.7678520679473877,,0.9409554600715637,,86,0.8607975244522095,0.12663067877292633,,,,,
,37061,,,,,,86,,,0.478525310754776,0.8127070665359497,0.7996019124984741,0.626204788684845,0.08014602959156036
0.0004078213164136321,37062,,,0.0004078213164136321,,0.0004078213164136321,,,,,,,,
,37487,0.2186540961265564,0.7733594179153442,,0.9419167637825012,,87,0.8619142770767212,0.12428000569343567,,,,,
,37487,,,,,,87,,,0.4785029888153076,0.8117685317993164,0.7979960441589355,0.6245198845863342,0.07985161989927292
0.0004041446245286631,37488,,,0.0004041446245286631,,0.0004041446245286631,,,,,,,,
,37913,0.21967455744743347,0.7629294991493225,,0.9276092648506165,,88,0.8460759520530701,0.12310653924942017,,,,,
,37913,,,,,,88,,,0.4784536063671112,0.8132737278938293,0.8000358939170837,0.6267381906509399,0.08002976328134537
0.0004004147805169591,37914,,,0.0004004147805169591,,0.0004004147805169591,,,,,,,,
,38339,0.21915310621261597,0.7645266652107239,,0.9267104864120483,,89,0.8464057445526123,0.12124429643154144,,,,,
,38339,,,,,,89,,,0.4787577986717224,0.8119432926177979,0.7983018755912781,0.6252123713493347,0.07972393184900284
0.00039663321557747316,38340,,,0.00039663321557747316,,0.00039663321557747316,,,,,,,,
,38765,0.21303296089172363,0.7683083415031433,,0.9410916566848755,,90,0.8624337315559387,0.12572069466114044,,,,,
,38765,,,,,,90,,,0.47926807403564453,0.8093985915184021,0.794653058052063,0.6215793490409851,0.0791640430688858
0.0003928013807552801,38766,,,0.0003928013807552801,,0.0003928013807552801,,,,,,,,
,39191,0.22151939570903778,0.7604445815086365,,0.9273557066917419,,91,0.8511630296707153,0.12155196070671082,,,,,
,39191,,,,,,91,,,0.4792931079864502,0.8109652400016785,0.7962788939476013,0.6232255697250366,0.07918350398540497
0.0003889207463847876,39192,,,0.0003889207463847876,,0.0003889207463847876,,,,,,,,
,39617,0.22189658880233765,0.757176399230957,,0.9199932217597961,,92,0.8419626355171204,0.12042374908924103,,,,,
,39617,,,,,,92,,,0.4792208671569824,0.810943603515625,0.7963813543319702,0.6236522793769836,0.0790834054350853
0.00038499280152554647,39618,,,0.00038499280152554647,,0.00038499280152554647,,,,,,,,
,40043,0.2149803787469864,0.7673168182373047,,0.9365516901016235,,93,0.8557409048080444,0.1250227689743042,,,,,
,40043,,,,,,93,,,0.48028936982154846,0.8091965913772583,0.7930344939231873,0.6196714639663696,0.07860023528337479
0.0003810190533908753,40044,,,0.0003810190533908753,,0.0003810190533908753,,,,,,,,
,40469,0.2174701988697052,0.7557871341705322,,0.9173644185066223,,94,0.8372592926025391,0.12084122747182846,,,,,
,40469,,,,,,94,,,0.4799133837223053,0.8109613656997681,0.796107828617096,0.623263955116272,0.07899539917707443
0.0003770010267695191,40470,,,0.0003770010267695191,,0.0003770010267695191,,,,,,,,
,40895,0.21216867864131927,0.78117835521698,,0.9574061036109924,,95,0.8817164301872253,0.12595874071121216,,,,,
,40895,,,,,,95,,,0.47955983877182007,0.8110012412071228,0.7960494756698608,0.623382568359375,0.07885754108428955
0.0003729402634405647,40896,,,0.0003729402634405647,,0.0003729402634405647,,,,,,,,
,41321,0.21805517375469208,0.7738183736801147,,0.9422212243080139,,96,0.8642349243164062,0.12319456040859222,,,,,
,41321,,,,,,96,,,0.4792994558811188,0.8104863166809082,0.7958949208259583,0.6235684156417847,0.07886750996112823
0.00036883832158183594,41322,,,0.00036883832158183594,,0.00036883832158183594,,,,,,,,
,41747,0.21275003254413605,0.7802151441574097,,0.955690324306488,,97,0.8813222050666809,0.12492174655199051,,,,,
,41747,,,,,,97,,,0.4792332947254181,0.8123401999473572,0.7980353236198425,0.6258548498153687,0.07893764972686768
0.00036469677517199665,41748,,,0.00036469677517199665,,0.00036469677517199665,,,,,,,,
,42173,0.20766158401966095,0.7818552851676941,,0.9564507007598877,,98,0.8831788897514343,0.1239335760474205,,,,,
,42173,,,,,,98,,,0.47922083735466003,0.8097888231277466,0.7941347360610962,0.6218382120132446,0.07832124084234238
0.0003605172133865907,42174,,,0.0003605172133865907,,0.0003605172133865907,,,,,,,,
,42599,0.2135423868894577,0.7745198607444763,,0.9405645132064819,,99,0.86149001121521,0.12255952507257462,,,,,
,42599,,,,,,99,,,0.4792752265930176,0.8098087310791016,0.7941516041755676,0.6219162940979004,0.07828913629055023
0.0003563012399882509,42600,,,0.0003563012399882509,,0.0003563012399882509,,,,,,,,
,43025,0.21336320042610168,0.7676078081130981,,0.9329186081886292,,100,0.8590531349182129,0.11958814412355423,,,,,
,43025,,,,,,100,,,0.4801066219806671,0.8076550960540771,0.7907633185386658,0.6183348298072815,0.07776866108179092
0.0003520504727113101,43026,,,0.0003520504727113101,,0.0003520504727113101,,,,,,,,
,43451,0.21448540687561035,0.7705662846565247,,0.938704788684845,,101,0.8614352345466614,0.12270405888557434,,,,,
,43451,,,,,,101,,,0.47945520281791687,0.8079876899719238,0.7913480401039124,0.6193644404411316,0.07767200469970703
0.00034776654264105156,43452,,,0.00034776654264105156,,0.00034776654264105156,,,,,,,,
,43877,0.2084999978542328,0.7748602032661438,,0.9513749480247498,,102,0.8780214786529541,0.12493415921926498,,,,,
,43877,,,,,,102,,,0.4796757698059082,0.8090697526931763,0.7933595776557922,0.6216554641723633,0.07799707353115082
0.0003434510935878364,43878,,,0.0003434510935878364,,0.0003434510935878364,,,,,,,,
,44303,0.2132153958082199,0.7695714235305786,,0.9364219307899475,,103,0.8625205755233765,0.12037593871355057,,,,,
,44303,,,,,,103,,,0.4801826775074005,0.8066709041595459,0.7891489267349243,0.61678147315979,0.07742250710725784
0.00033910578145634833,44304,,,0.00033910578145634833,,0.00033910578145634833,,,,,,,,
,44729,0.20730642974376678,0.7719205021858215,,0.942889928817749,,104,0.8695330023765564,0.12216312438249588,,,,,
,44729,,,,,,104,,,0.4792618155479431,0.8076741099357605,0.7912746667861938,0.6197383403778076,0.07756831496953964
0.00033473227361019626,44730,,,0.00033473227361019626,,0.00033473227361019626,,,,,,,,
,45155,0.21036332845687866,0.7795493602752686,,0.9485136270523071,,105,0.8692765235900879,0.1241006925702095,,,,,
,45155,,,,,,105,,,0.4788925349712372,0.808327853679657,0.7915078997612,0.6197063326835632,0.07749076932668686
0.0003303322482321224,45156,,,0.0003303322482321224,,0.0003303322482321224,,,,,,,,
,45581,0.20977821946144104,0.774245023727417,,0.9396156072616577,,106,0.8630563020706177,0.1209649071097374,,,,,
,45581,,,,,,106,,,0.4795798063278198,0.8069368600845337,0.7890982031822205,0.6169420480728149,0.07715880125761032
0.0003259073936800566,45582,,,0.0003259073936800566,,0.0003259073936800566,,,,,,,,
,46007,0.21089312434196472,0.7703375816345215,,0.9400777220726013,,107,0.8663240671157837,0.12174694985151291,,,,,
,46007,,,,,,107,,,0.47959449887275696,0.8078027367591858,0.7907364368438721,0.6187003254890442,0.07748475670814514
0.00032145940783926796,46008,,,0.00032145940783926796,,0.00032145940783926796,,,,,,,,
,46433,0.2129315882921219,0.7694478034973145,,0.9360231161117554,,108,0.8565258383750916,0.12303630262613297,,,,,
,46433,,,,,,108,,,0.4797787368297577,0.8075781464576721,0.7907134294509888,0.6190801858901978,0.07738415151834488
0.0003169899974708591,46434,,,0.0003169899974708591,,0.0003169899974708591,,,,,,,,
,46859,0.2154116928577423,0.7627012133598328,,0.9242883324623108,,109,0.8478507399559021,0.11901232600212097,,,,,
,46859,,,,,,109,,,0.47997668385505676,0.8051784038543701,0.7871183156967163,0.6152018308639526,0.07692824304103851
0.00031250087755685624,46860,,,0.00031250087755685624,,0.00031250087755685624,,,,,,,,
,47285,0.2123079150915146,0.7710142731666565,,0.9368997812271118,,110,0.8628206253051758,0.1199822723865509,,,,,
,47285,,,,,,110,,,0.4793146550655365,0.807489275932312,0.7901406288146973,0.6182913780212402,0.07725026458501816
0.00030799377064214364,47286,,,0.00030799377064214364,,0.00030799377064214364,,,,,,,,
,47711,0.21579612791538239,0.7603846192359924,,0.9255132675170898,,111,0.8485960364341736,0.12102291733026505,,,,,
,47711,,,,,,111,,,0.4794709384441376,0.8068436980247498,0.7891521453857422,0.6169428825378418,0.07725866138935089
0.00030347040617349644,47712,,,0.00030347040617349644,,0.00030347040617349644,,,,,,,,
,48137,0.21367362141609192,0.7665992379188538,,0.9321788549423218,,112,0.8548290729522705,0.12146465480327606,,,,,
,48137,,,,,,112,,,0.479530930519104,0.8062301874160767,0.7883613705635071,0.6166993975639343,0.07689676433801651
0.0002989325198359651,48138,,,0.0002989325198359651,,0.0002989325198359651,,,,,,,,
,48563,0.2140812873840332,0.7706924080848694,,0.937386691570282,,113,0.8598055243492126,0.1221376359462738,,,,,
,48563,,,,,,113,,,0.4799530506134033,0.8035499453544617,0.7846800684928894,0.6128913760185242,0.07645948976278305
0.0002943818528868664,48564,,,0.0002943818528868664,,0.0002943818528868664,,,,,,,,
,48989,0.21381022036075592,0.765722393989563,,0.9293621182441711,,114,0.8490554690361023,0.1219731867313385,,,,,
,48989,,,,,,114,,,0.47942838072776794,0.805540144443512,0.7869844436645508,0.6154487729072571,0.07648999989032745
0.0002898201514876361,48990,,,0.0002898201514876361,,0.0002898201514876361,,,,,,,,
,49415,0.21982812881469727,0.7545944452285767,,0.9153267741203308,,115,0.8401391506195068,0.11795997619628906,,,,,
,49415,,,,,,115,,,0.47875702381134033,0.8033447265625,0.7835731506347656,0.611478865146637,0.07616136968135834
0.0002852491660337988,49416,,,0.0002852491660337988,,0.0002852491660337988,,,,,,,,
,49841,0.20576542615890503,0.7798653244972229,,0.946499764919281,,116,0.871025800704956,0.12105416506528854,,,,,
,49841,,,,,,116,,,0.4785657525062561,0.805259108543396,0.786489725112915,0.6152364611625671,0.07624185085296631
0.00028067065048331533,49842,,,0.00028067065048331533,,0.00028067065048331533,,,,,,,,
,50267,0.21158018708229065,0.7699238657951355,,0.9381043910980225,,117,0.861732006072998,0.12227649241685867,,,,,
,50267,,,,,,117,,,0.47769707441329956,0.8079467415809631,0.7898690700531006,0.6185328364372253,0.076629139482975
0.00027608636168356107,50268,,,0.00027608636168356107,,0.00027608636168356107,,,,,,,,
,50693,0.20662032067775726,0.7736031413078308,,0.9439624547958374,,118,0.8664737343788147,0.12392398715019226,,,,,
,50693,,,,,,118,,,0.47796741127967834,0.805512011051178,0.7866548895835876,0.6155081987380981,0.07614479959011078
0.00027149805869719663,50694,,,0.00027149805869719663,,0.00027149805869719663,,,,,,,,
,51119,0.210487499833107,0.7693974375724792,,0.9311354756355286,,119,0.853527307510376,0.11967314034700394,,,,,
,51119,,,,,,119,,,0.47784048318862915,0.8048499822616577,0.7854987978935242,0.6143537759780884,0.07589717209339142
0.00026690750212718834,51120,,,0.00026690750212718834,,0.00026690750212718834,,,,,,,,
,51545,0.20998942852020264,0.7681430578231812,,0.9313981533050537,,120,0.8530073165893555,0.1208229586482048,,,,,
,51545,,,,,,120,,,0.47745299339294434,0.804894745349884,0.784999668598175,0.6136331558227539,0.07573584467172623
0.00026231645344123737,51546,,,0.00026231645344123737,,0.00026231645344123737,,,,,,,,
,51971,0.21161150932312012,0.7560333609580994,,0.9202006459236145,,121,0.843982994556427,0.12019238620996475,,,,,
,51971,,,,,,121,,,0.476797878742218,0.8039048314094543,0.7839433550834656,0.612842857837677,0.07556944340467453
0.00025772667429587755,51972,,,0.00025772667429587755,,0.00025772667429587755,,,,,,,,
,52397,0.21006347239017487,0.7742300033569336,,0.9439159035682678,,122,0.8683338761329651,0.12263399362564087,,,,,
,52397,,,,,,122,,,0.4767216145992279,0.8031591773033142,0.7831281423568726,0.6123017072677612,0.07539766281843185
0.0002531399258605,52398,,,0.0002531399258605,,0.0002531399258605,,,,,,,,
,52823,0.21345752477645874,0.7532850503921509,,0.9134572148323059,,123,0.8376472592353821,0.11799114942550659,,,,,
,52823,,,,,,123,,,0.47684288024902344,0.8037010431289673,0.7832026481628418,0.6120725870132446,0.07531607896089554
0.000248557968141566,52824,,,0.000248557968141566,,0.000248557968141566,,,,,,,,
,53249,0.21022836863994598,0.7670227885246277,,0.9322855472564697,,124,0.8560733795166016,0.12073749303817749,,,,,
,53249,,,,,,124,,,0.477042019367218,0.8037952184677124,0.7832971215248108,0.6122604608535767,0.07526924461126328
0.0002439825593072641,53250,,,0.0002439825593072641,,0.0002439825593072641,,,,,,,,
,53675,0.20929846167564392,0.7724393010139465,,0.9390660524368286,,125,0.857876718044281,0.12390805780887604,,,,,
,53675,,,,,,125,,,0.47774139046669006,0.8026367425918579,0.7820258736610413,0.6113130450248718,0.07505088299512863
0.00023941545501287453,53676,,,0.00023941545501287453,,0.00023941545501287453,,,,,,,,
,54101,0.20952261984348297,0.7715228199958801,,0.9357395172119141,,126,0.8609790205955505,0.11948863416910172,,,,,
,54101,,,,,,126,,,0.47755977511405945,0.8035389184951782,0.782754123210907,0.6119579672813416,0.07500571757555008
0.00023485840772709715,54102,,,0.00023485840772709715,,0.00023485840772709715,,,,,,,,
,54527,0.20853912830352783,0.7720779180526733,,0.9400725960731506,,127,0.8597620725631714,0.12415260076522827,,,,,
,54527,,,,,,127,,,0.47695040702819824,0.8031372427940369,0.7827436923980713,0.612552285194397,0.07489866018295288
0.00023031316605960127,54528,,,0.00023031316605960127,,0.00023031316605960127,,,,,,,,
,54953,0.2065964639186859,0.7734714150428772,,0.9419976472854614,,128,0.8686451315879822,0.12093935161828995,,,,,
,54953,,,,,,128,,,0.47647374868392944,0.8037459254264832,0.7825573682785034,0.6118641495704651,0.07475221157073975
0.00022578147409005783,54954,,,0.00022578147409005783,,0.00022578147409005783,,,,,,,,
,55379,0.2127923220396042,0.7603366374969482,,0.9191486835479736,,129,0.8444372415542603,0.11676178127527237,,,,,
,55379,,,,,,129,,,0.4761661887168884,0.804587721824646,0.7836331725120544,0.6133333444595337,0.07467232644557953
0.00022126507069890856,55380,,,0.00022126507069890856,,0.00022126507069890856,,,,,,,,
,55805,0.21100284159183502,0.7551180720329285,,0.9134525060653687,,130,0.8364300727844238,0.11767841875553131,,,,,
,55805,,,,,,130,,,0.47613218426704407,0.8032156229019165,0.7813894152641296,0.6110462546348572,0.07425865530967712
0.00021676568890013063,55806,,,0.00021676568890013063,,0.00021676568890013063,,,,,,,,
,56231,0.2096613496541977,0.7633440494537354,,0.9244980812072754,,131,0.844089150428772,0.1207815408706665,,,,,
,56231,,,,,,131,,,0.4756811559200287,0.8036155700683594,0.7827693819999695,0.6132797598838806,0.0743216872215271
0.00021228505517625264,56232,,,0.00021228505517625264,,0.00021228505517625264,,,,,,,,
,56657,0.20616893470287323,0.7734295129776001,,0.9379826188087463,,132,0.8617201447486877,0.1204078197479248,,,,,
,56657,,,,,,132,,,0.47525137662887573,0.8032671213150024,0.7816097736358643,0.6116730570793152,0.07413957267999649
0.000207824888815876,56658,,,0.000207824888815876,,0.000207824888815876,,,,,,,,
,57083,0.20562675595283508,0.7678769826889038,,0.93509441614151,,133,0.8616580367088318,0.12032690644264221,,,,,
,57083,,,,,,133,,,0.47517451643943787,0.8027639985084534,0.7805641293525696,0.610460102558136,0.07395192980766296
0.00020338690125395778,57084,,,0.00020338690125395778,,0.00020338690125395778,,,,,,,,
,57509,0.20939761400222778,0.7631881237030029,,0.9246395826339722,,134,0.8496325612068176,0.1182292178273201,,,,,
,57509,,,,,,134,,,0.4754101037979126,0.8008180856704712,0.7770789861679077,0.6065965890884399,0.07337182760238647
0.00019897279541510634,57510,,,0.00019897279541510634,,0.00019897279541510634,,,,,,,,
,57935,0.20994186401367188,0.7521625757217407,,0.9149138927459717,,135,0.8426479697227478,0.11750856041908264,,,,,
,57935,,,,,,135,,,0.47454723715782166,0.8017966747283936,0.7789928913116455,0.6091856956481934,0.073501817882061
0.00019458426506014246,57936,,,0.00019458426506014246,,0.00019458426506014246,,,,,,,,
,58361,0.2063097059726715,0.7562151551246643,,0.9152958989143372,,136,0.8399041891098022,0.11723629385232925,,,,,
,58361,,,,,,136,,,0.4737586975097656,0.8030920624732971,0.780661940574646,0.6113318800926208,0.0734497681260109
0.0001902229941361779,58362,,,0.0001902229941361779,,0.0001902229941361779,,,,,,,,
,58787,0.20293059945106506,0.7679434418678284,,0.9286616444587708,,137,0.8502852916717529,0.11954720318317413,,,,,
,58787,,,,,,137,,,0.4740055501461029,0.8017302751541138,0.7781723141670227,0.6085008382797241,0.07305680960416794
0.0001858906561304577,58788,,,0.0001858906561304577,,0.0001858906561304577,,,,,,,,
,59213,0.20225265622138977,0.7622592449188232,,0.924899160861969,,138,0.8484761118888855,0.11953146010637283,,,,,
,59213,,,,,,138,,,0.4742450416088104,0.7991889715194702,0.7750965356826782,0.606033980846405,0.07248512655496597
0.00018158891342821823,59214,,,0.00018158891342821823,,0.00018158891342821823,,,,,,,,
,59639,0.20325535535812378,0.773042619228363,,0.9356973767280579,,139,0.8631414771080017,0.11760532110929489,,,,,
,59639,,,,,,139,,,0.4733489453792572,0.800959050655365,0.7772992253303528,0.6080920696258545,0.07277358323335648
0.00017731941667480355,59640,,,0.00017731941667480355,,0.00017731941667480355,,,,,,,,
,60065,0.20556150376796722,0.7619993090629578,,0.9189895391464233,,140,0.8476395010948181,0.11417008936405182,,,,,
,60065,,,,,,140,,,0.47304049134254456,0.8014134168624878,0.7781251072883606,0.6095393300056458,0.0726488009095192
0.00017308380414228735,60066,,,0.00017308380414228735,,0.00017308380414228735,,,,,,,,
,60491,0.20459119975566864,0.7665738463401794,,0.9246147274971008,,141,0.8524882197380066,0.11508376896381378,,,,,
,60491,,,,,,141,,,0.4732585847377777,0.7994049787521362,0.775176465511322,0.6063413619995117,0.07230328023433685
0.0001688837011008428,60492,,,0.0001688837011008428,,0.0001688837011008428,,,,,,,,
,60917,0.2053445279598236,0.7605500221252441,,0.92000412940979,,142,0.8473884463310242,0.11603491753339767,,,,,
,60917,,,,,,142,,,0.47344592213630676,0.80033940076828,0.7754676342010498,0.606259822845459,0.07216808199882507
0.00016472071919510067,60918,,,0.00016472071919510067,,0.00016472071919510067,,,,,,,,
,61343,0.20360137522220612,0.760208785533905,,0.9169520735740662,,143,0.8433284163475037,0.11518339812755585,,,,,
,61343,,,,,,143,,,0.4731098413467407,0.8019344210624695,0.7771807312965393,0.6079089045524597,0.07225904613733292
0.00016059645582573707,61344,,,0.00016059645582573707,,0.00016059645582573707,,,,,,,,
,61769,0.20257307589054108,0.76197350025177,,0.9214131832122803,,144,0.8495200872421265,0.11566642671823502,,,,,
,61769,,,,,,144,,,0.47321757674217224,0.8002852201461792,0.7752222418785095,0.6064187288284302,0.07187027484178543
0.00015651249353652543,61770,,,0.00015651249353652543,,0.00015651249353652543,,,,,,,,
,62195,0.20097893476486206,0.7671884894371033,,0.9277887344360352,,145,0.854006826877594,0.11719108372926712,,,,,
,62195,,,,,,145,,,0.47245532274246216,0.8007954955101013,0.7763770818710327,0.6082465648651123,0.0718560740351677
0.00015247039940709,62196,,,0.00015247039940709,,0.00015247039940709,,,,,,,,
,62621,0.20461790263652802,0.7514087557792664,,0.9082805514335632,,146,0.8387430906295776,0.1132047176361084,,,,,
,62621,,,,,,146,,,0.4722687900066376,0.8005802035331726,0.7751131057739258,0.6066749095916748,0.07148569077253342
0.00014847172445159356,62622,,,0.00014847172445159356,,0.00014847172445159356,,,,,,,,
,63047,0.19965830445289612,0.7683418989181519,,0.928233802318573,,147,0.8582503795623779,0.11493771523237228,,,,,
,63047,,,,,,147,,,0.4719271659851074,0.8008792400360107,0.7753459215164185,0.6071060299873352,0.07135336846113205
0.00014451800302358862,63048,,,0.00014451800302358862,,0.00014451800302358862,,,,,,,,
,63473,0.19961047172546387,0.7712359428405762,,0.9316664338111877,,148,0.8596193194389343,0.11623874306678772,,,,,
,63473,,,,,,148,,,0.472286581993103,0.7993021011352539,0.7730996608734131,0.6048145890235901,0.0710412934422493
0.00014061075222726268,63474,,,0.00014061075222726268,,0.00014061075222726268,,,,,,,,
,63899,0.19329781830310822,0.7817256450653076,,0.9511191248893738,,149,0.8816400170326233,0.11943629384040833,,,,,
,63899,,,,,,149,,,0.4721643626689911,0.7994444370269775,0.7728715538978577,0.6045166850090027,0.07089094817638397
0.00013675147133530163,63900,,,0.00013675147133530163,,0.00013675147133530163,,,,,,,,
,64325,0.19603107869625092,0.7728617191314697,,0.9351606369018555,,150,0.8637070059776306,0.11687634140253067,,,,,
,64325,,,,,,150,,,0.4713250994682312,0.8022001385688782,0.7761934995651245,0.6080003380775452,0.07109319418668747
0.00013294164121359554,64326,,,0.00013294164121359554,,0.00013294164121359554,,,,,,,,
,64751,0.2038174569606781,0.7601739764213562,,0.9153380990028381,,151,0.8448628783226013,0.11281967163085938,,,,,
,64751,,,,,,151,,,0.4712395966053009,0.799203634262085,0.7720718383789062,0.6040686368942261,0.07043562084436417
0.00012918272375300754,64752,,,0.00012918272375300754,,0.00012918272375300754,,,,,,,,
,65177,0.19841809570789337,0.7688084244728088,,0.9291450381278992,,152,0.8573242425918579,0.11607872694730759,,,,,
,65177,,,,,,152,,,0.47116154432296753,0.797965407371521,0.770313560962677,0.6022748351097107,0.07019345462322235
0.00012547616130842377,65178,,,0.00012547616130842377,,0.00012547616130842377,,,,,,,,
,65603,0.1973627656698227,0.7788471579551697,,0.9405680894851685,,153,0.8671914339065552,0.11754889786243439,,,,,
,65603,,,,,,153,,,0.4702606797218323,0.8013014793395996,0.7748665809631348,0.6075021624565125,0.07046481221914291
0.00012182337614529913,65604,,,0.00012182337614529913,,0.00012182337614529913,,,,,,,,
,66029,0.19995900988578796,0.7650298476219177,,0.9236394762992859,,154,0.8504490852355957,0.11590000241994858,,,,,
,66029,,,,,,154,,,0.47021153569221497,0.8006495237350464,0.7728927731513977,0.6047530770301819,0.07019130885601044
0.00011822576989391234,66030,,,0.00011822576989391234,,0.00011822576989391234,,,,,,,,
,66455,0.19913364946842194,0.7686511278152466,,0.9293009638786316,,155,0.8576417565345764,0.1161544919013977,,,,,
,66455,,,,,,155,,,0.4699936509132385,0.7996698021888733,0.7716813683509827,0.6040260791778564,0.0698334127664566
0.00011468472301153839,66456,,,0.00011468472301153839,,0.00011468472301153839,,,,,,,,
,66881,0.20110370218753815,0.7646998763084412,,0.9250879287719727,,156,0.8501500487327576,0.11766288429498672,,,,,
,66881,,,,,,156,,,0.4698968827724457,0.7997052669525146,0.7712618112564087,0.6036589741706848,0.06957969069480896
0.00011120159425274588,66882,,,0.00011120159425274588,,0.00011120159425274588,,,,,,,,
,67307,0.1977720707654953,0.7691903710365295,,0.9268282055854797,,157,0.8547552227973938,0.11485543847084045,,,,,
,67307,,,,,,157,,,0.4692635238170624,0.8007222414016724,0.7726231217384338,0.6054376363754272,0.0695432648062706
0.00010777772014802176,67308,,,0.00010777772014802176,,0.00010777772014802176,,,,,,,,
,67733,0.19430366158485413,0.7763527035713196,,0.9382687211036682,,158,0.8674411177635193,0.11637179553508759,,,,,
,67733,,,,,,158,,,0.4693049490451813,0.7982954978942871,0.7691607475280762,0.6017912030220032,0.06911735981702805
0.00010441441449092384,67734,,,0.00010441441449092384,,0.00010441441449092384,,,,,,,,
,68159,0.1921657919883728,0.7748335003852844,,0.9355694651603699,,159,0.8665177822113037,0.11489380151033401,,,,,
,68159,,,,,,159,,,0.46907320618629456,0.7984529733657837,0.7692602872848511,0.6019197106361389,0.06907401978969574
0.0001011129678339579,68160,,,0.0001011129678339579,,0.0001011129678339579,,,,,,,,
,68585,0.1987767368555069,0.7647131085395813,,0.9214894771575928,,160,0.8526896834373474,0.11278802901506424,,,,,
,68585,,,,,,160,,,0.4692654609680176,0.7965975403785706,0.7659397721290588,0.5984645485877991,0.06840859353542328
9.787464699337266e-05,68586,,,9.787464699337266e-05,,9.787464699337266e-05,,,,,,,,
,69011,0.19433997571468353,0.7695612907409668,,0.9253431558609009,,161,0.8581555485725403,0.11148475855588913,,,,,
,69011,,,,,,161,,,0.468688428401947,0.7980636954307556,0.7677202224731445,0.6007477641105652,0.06831452250480652
9.470069456306276e-05,69012,,,9.470069456306276e-05,,9.470069456306276e-05,,,,,,,,
,69437,0.19659370183944702,0.7544199228286743,,0.9066675901412964,,162,0.8392292857170105,0.10984305292367935,,,,,
,69437,,,,,,162,,,0.4685033857822418,0.7985955476760864,0.7684922814369202,0.6017343997955322,0.06832742691040039
9.159232843776623e-05,69438,,,9.159232843776623e-05,,9.159232843776623e-05,,,,,,,,
,69863,0.19812488555908203,0.7566797733306885,,0.9121653437614441,,163,0.8429824709892273,0.11233415454626083,,,,,
,69863,,,,,,163,,,0.46839430928230286,0.7980061173439026,0.7678431868553162,0.6012789607048035,0.06820060312747955
8.855074134573942e-05,69864,,,8.855074134573942e-05,,8.855074134573942e-05,,,,,,,,
,70289,0.19320152699947357,0.7655247449874878,,0.9236757755279541,,164,0.8508105278015137,0.11550825089216232,,,,,
,70289,,,,,,164,,,0.46831780672073364,0.796274721622467,0.7653235197067261,0.5987865924835205,0.06779278814792633
8.557710039108859e-05,70290,,,8.557710039108859e-05,,8.557710039108859e-05,,,,,,,,
,70715,0.19746650755405426,0.756498396396637,,0.9093723297119141,,165,0.8383380174636841,0.11195404827594757,,,,,
,70715,,,,,,165,,,0.4681107997894287,0.797245979309082,0.7661411762237549,0.5995604395866394,0.06773792207241058
8.267254660593407e-05,70716,,,8.267254660593407e-05,,8.267254660593407e-05,,,,,,,,
,71141,0.19351442158222198,0.7623345255851746,,0.9177109599113464,,166,0.8501065969467163,0.11149032413959503,,,,,
,71141,,,,,,166,,,0.4682449698448181,0.7964558601379395,0.7651152014732361,0.5986107587814331,0.06758221238851547
7.983819451257864e-05,71142,,,7.983819451257864e-05,,7.983819451257864e-05,,,,,,,,
,71567,0.1955481469631195,0.764470100402832,,0.9177138209342957,,167,0.8521235585212708,0.10941694676876068,,,,,
,71567,,,,,,167,,,0.4680895507335663,0.7972398400306702,0.76576167345047,0.5994078516960144,0.06743767857551575
7.707513169584777e-05,71568,,,7.707513169584777e-05,,7.707513169584777e-05,,,,,,,,
,71993,0.19533388316631317,0.7580091953277588,,0.9128269553184509,,168,0.846621572971344,0.11051159352064133,,,,,
,71993,,,,,,168,,,0.4677225351333618,0.7960394024848938,0.7642151117324829,0.5981320738792419,0.06712924689054489
7.438441838576666e-05,71994,,,7.438441838576666e-05,,7.438441838576666e-05,,,,,,,,
,72419,0.18588581681251526,0.782262921333313,,0.9433073997497559,,169,0.8741893768310547,0.11508118361234665,,,,,
,72419,,,,,,169,,,0.4674651026725769,0.7966526746749878,0.764812171459198,0.598894476890564,0.06703828275203705
7.176708705073375e-05,72420,,,7.176708705073375e-05,,7.176708705073375e-05,,,,,,,,
,72845,0.18932220339775085,0.7747270464897156,,0.9326310157775879,,170,0.8667324781417847,0.11190134286880493,,,,,
,72845,,,,,,170,,,0.4671323895454407,0.7982383966445923,0.7661199569702148,0.5998735427856445,0.06706395745277405
6.922414200134604e-05,72846,,,6.922414200134604e-05,,6.922414200134604e-05,,,,,,,,
,73271,0.19433388113975525,0.7666839957237244,,0.919122576713562,,171,0.8532683849334717,0.1091463565826416,,,,,
,73271,,,,,,171,,,0.46708211302757263,0.7965285181999207,0.7640671133995056,0.5981194972991943,0.06674323230981827
6.675655900503006e-05,73272,,,6.675655900503006e-05,,6.675655900503006e-05,,,,,,,,
